Kod stacji;Nazwa_stacji;Rok;Miesiąc;Dzień;zachmurzenie;prędkosc_wiatru;srednia_temp;cisnienie_pary_wodnej;wilgotnosc_wzgl;cisnienie_na_poziomie_stacji;cisnienie_na_poziomie_morza;suma_opadu_dzien;suma_opadu_noc
351160424;WROCŁAW;1999;1;3;6,3;1,8;-0,7;5,2;88,5;995,9;1011,6;0;0
351160424;WROCŁAW;1999;1;4;7;2,3;3,4;6,7;86,1;998,3;1013,7;0;0
351160424;WROCŁAW;1999;1;5;5,8;5,4;10,3;9,9;79,5;1002,1;1017,3;0;0
351160424;WROCŁAW;1999;1;6;4,8;4,9;10,5;8,9;70,1;1000,7;1015,8;0;0
351160424;WROCŁAW;1999;1;7;6,1;6;8,5;7,6;68,9;989,9;1004,9;0,4;1,2
351160424;WROCŁAW;1999;1;8;7,4;2,8;3,5;7;89,5;987,5;1002,8;0,3;0,2
351160424;WROCŁAW;1999;1;9;6,9;2,3;1,9;6,4;91,3;987,7;1003,1;1,7;0,5
351160424;WROCŁAW;1999;1;10;5,5;2,4;-0,1;5,6;91,4;1000,9;1016,6;0;0
351160424;WROCŁAW;1999;1;11;6,1;5,6;-0,7;5,1;86,3;996,1;1011,8;0,2;0,7
351160424;WROCŁAW;1999;1;12;7,3;4,6;0;5,2;83,4;992,1;1007,7;0,4;0
351160424;WROCŁAW;1999;1;13;4,6;3,1;-2;4,1;76,4;991,4;1007,1;0;0,5
351160424;WROCŁAW;1999;1;14;7,5;3,9;2;5,8;81,5;990;1005,4;0,4;0,4
351160424;WROCŁAW;1999;1;15;5,6;5,6;3,7;6,3;78,5;994,7;1010;2,2;0
351160424;WROCŁAW;1999;1;16;6,6;4,9;6,6;6,2;63,6;996,3;1011,5;0;0
351160424;WROCŁAW;1999;1;17;1,1;2,8;5;5,8;67,6;1001;1016,4;0;0
351160424;WROCŁAW;1999;1;18;4,8;0,8;0,4;5,8;91,5;1008,4;1024,2;0;0
351160424;WROCŁAW;1999;1;19;2;0,8;-1,1;5,3;92,8;1010,8;1026,8;0;0
351160424;WROCŁAW;1999;1;20;0;2,5;0,2;5,8;92,3;1010,2;1026,1;0;0
351160424;WROCŁAW;1999;1;21;0;1,9;-0,4;5,2;87;1009,6;1025,4;0;0
351160424;WROCŁAW;1999;1;22;5,6;1,4;-0,3;5,8;95,5;1009,9;1025,7;0,4;0
351160424;WROCŁAW;1999;1;23;5,6;1,5;1,1;6,5;98,1;1009,6;1025,3;0;0
351160424;WROCŁAW;1999;1;24;3,3;3;1,1;5,5;83,3;1006,2;1021,9;0;0
351160424;WROCŁAW;1999;1;25;6,9;6,3;6,2;7,3;77,1;1002,7;1018;0;0,4
351160424;WROCŁAW;1999;1;26;7,4;4,6;6,2;7,8;80,9;994,4;1009,6;2,9;0
351160424;WROCŁAW;1999;1;27;6;2,5;2,1;5,8;82,1;988;1003,3;0;2,5
351160424;WROCŁAW;1999;1;28;6,9;2,4;1,1;5,8;86,9;989,2;1004,6;0;2,4
351160424;WROCŁAW;1999;1;29;5,1;4,3;-4,9;3,5;81,1;1003,2;1019,3;0,3;0
351160424;WROCŁAW;1999;1;30;3,9;3,4;-7,8;2,9;82,4;1014,9;1031,2;0,1;0,1
351160424;WROCŁAW;1999;1;31;6;2,6;-12,3;1,9;81;1022,2;1039;0;0,1
351160424;WROCŁAW;1999;2;1;7,9;3,1;-3,6;4,4;89,3;1015,4;1031,5;0,5;0,4
351160424;WROCŁAW;1999;2;2;8;4,8;0,8;6,3;97,1;1013,6;1029,5;0;0
351160424;WROCŁAW;1999;2;3;7,8;6,3;3,1;7,1;92,9;1010,4;1026;1,7;3,5
351160424;WROCŁAW;1999;2;4;7,8;7,6;6,3;8,8;92,1;998,2;1013,4;0,4;1,4
351160424;WROCŁAW;1999;2;5;6,4;9,6;4;7,3;90;978,3;993,4;0,7;0,1
351160424;WROCŁAW;1999;2;6;5,9;8,1;1,6;6,4;93,3;979,5;994,8;0;0,3
351160424;WROCŁAW;1999;2;7;7,6;3,5;0;5,7;93,6;979,5;994,8;5,5;2,5
351160424;WROCŁAW;1999;2;8;5,3;3,6;-2,6;4,4;85;982,7;998,2;0;0
351160424;WROCŁAW;1999;2;9;4,3;2,5;-3,1;3,7;76,8;984,5;1000,1;0;0
351160424;WROCŁAW;1999;2;10;5;0,9;-6,9;3,4;91,4;992,8;1008,8;0;0
351160424;WROCŁAW;1999;2;11;6,3;2;-9,7;2,7;88,1;1001,5;1017,7;0;0
351160424;WROCŁAW;1999;2;12;7,5;3,5;-5,6;3;75,3;1009,8;1026;0;5,8
351160424;WROCŁAW;1999;2;13;8;2,8;-2,4;4,2;82,4;1011,4;1027,4;6,8;1,9
351160424;WROCŁAW;1999;2;14;7,9;2;-3,6;4,1;87,1;1011,7;1027,7;0,5;0
351160424;WROCŁAW;1999;2;15;6,3;3,1;-4,5;3,6;81,4;1008,1;1024,1;0;0
351160424;WROCŁAW;1999;2;16;7,6;6,5;-0,1;4,8;77,6;989;1004,5;0,1;0,3
351160424;WROCŁAW;1999;2;17;6;7,1;0;4,9;79,6;981,1;996,5;0,1;0,7
351160424;WROCŁAW;1999;2;18;5,8;5,1;-1,1;4,4;78,5;993,4;1009,1;0;0,1
351160424;WROCŁAW;1999;2;19;7,3;3,4;0,3;5,5;88,8;998,7;1014,3;0,2;4,6
351160424;WROCŁAW;1999;2;20;6,6;3,9;2,9;6,6;87,6;994,3;1009,7;0;0
351160424;WROCŁAW;1999;2;21;7;3,5;2,8;5,8;77,4;989,8;1005,2;0;0,4
351160424;WROCŁAW;1999;2;22;6,8;4,3;2,3;5,9;81,9;975,5;990,6;0;0,7
351160424;WROCŁAW;1999;2;23;7;4,5;0,8;5,7;88,5;979,9;995,2;0;0,2
351160424;WROCŁAW;1999;2;24;6,4;5,9;-0,1;5,1;83;987,8;1003,3;0;0
351160424;WROCŁAW;1999;2;25;6,9;7,1;0,7;4,7;72,4;997,9;1013,5;0;0
351160424;WROCŁAW;1999;2;26;7,8;3,6;2,4;5,8;79,8;999,2;1014,7;0,4;0
351160424;WROCŁAW;1999;2;27;4,5;3;7,1;7,2;72,5;998,5;1013,7;0;0
351160424;WROCŁAW;1999;2;28;6,6;3,6;6,4;7,2;74,4;1003,6;1019;0;0
351160424;WROCŁAW;1999;3;1;5,8;6,9;6;6,9;74,3;997,3;1012,6;0,1;0,5
351160424;WROCŁAW;1999;3;2;6,8;5,1;6,8;7,4;75;992,1;1007,2;0;1,9
351160424;WROCŁAW;1999;3;3;7,3;5,5;11;9,9;76;986;1000,9;0;0
351160424;WROCŁAW;1999;3;4;6,5;4;9,9;9,1;75,1;981,1;995,9;0;0
351160424;WROCŁAW;1999;3;5;6,6;3,8;8,4;8,4;76,6;976,8;991,7;0,9;8
351160424;WROCŁAW;1999;3;6;5;4,6;5,5;6,8;76,4;984;999,1;0;0
351160424;WROCŁAW;1999;3;7;7;2,5;2,5;6,8;92,3;991;1006,4;3,1;20,4
351160424;WROCŁAW;1999;3;8;6;4,6;1,7;6,1;88,3;992,5;1007,9;4,5;0
351160424;WROCŁAW;1999;3;9;6,4;3,4;1,1;5,8;87,9;994,8;1010,3;0,1;0,6
351160424;WROCŁAW;1999;3;10;7,3;1,4;5,2;7,7;87,4;995,4;1010,7;0,2;6,2
351160424;WROCŁAW;1999;3;11;7,3;5,5;2,5;6,2;84,1;1000,5;1016;0,2;0
351160424;WROCŁAW;1999;3;12;5,9;2;-0,2;4,6;77;1008,8;1024,6;0;0
351160424;WROCŁAW;1999;3;13;3,5;3,9;-0,8;4,4;76,5;1009,4;1025,3;0;0
351160424;WROCŁAW;1999;3;14;5,5;4,5;0,8;4,7;73,8;1011;1026,8;0;0
351160424;WROCŁAW;1999;3;15;8;2,8;1,8;6;85,9;1011,4;1027,1;0;0,1
351160424;WROCŁAW;1999;3;16;7,5;2,8;0,9;5,2;80,1;1017,8;1033,7;0;0
351160424;WROCŁAW;1999;3;17;6,3;2,9;1,9;5,2;74,8;1018,4;1034,3;0;0
351160424;WROCŁAW;1999;3;18;1;3;1,2;4,6;71,4;1011,5;1027,3;0;0
351160424;WROCŁAW;1999;3;19;1,4;2,4;1,9;4,8;69,4;1002,3;1017,9;0;0
351160424;WROCŁAW;1999;3;20;6,9;3,1;3,3;6,6;85,8;1002,7;1018,2;1,4;1,8
351160424;WROCŁAW;1999;3;21;7,1;3;4;7,2;88,5;996,7;1012,1;1,8;0
351160424;WROCŁAW;1999;3;22;7,1;3,6;6;7,2;77,6;990,1;1005,2;0;0,8
351160424;WROCŁAW;1999;3;23;7,5;5,3;4,7;6,7;78,9;991,2;1006,5;1;0
351160424;WROCŁAW;1999;3;24;4,6;4;5,1;6;68,8;999,1;1014,5;0;0
351160424;WROCŁAW;1999;3;25;2,4;3,8;9,6;7,9;68,5;994,8;1009,9;0;0
351160424;WROCŁAW;1999;3;26;4;3,8;11,7;7,4;56,5;988,4;1003,3;0;0
351160424;WROCŁAW;1999;3;27;2,9;3,4;12,4;9;65,3;987,8;1002,6;0;0
351160424;WROCŁAW;1999;3;28;5,8;3,3;11,4;8,8;68,3;992,3;1007,3;0;0,2
351160424;WROCŁAW;1999;3;29;7,6;4,1;7;9;89,9;1002,9;1018,3;0,3;0
351160424;WROCŁAW;1999;3;30;3,5;1,1;8,2;8,2;76,9;1005,9;1021,2;0;0
351160424;WROCŁAW;1999;3;31;2,5;1,6;10;7,2;64,1;1006,5;1021,7;0;0
351160424;WROCŁAW;1999;4;1;0;2,4;11;6,2;52,3;1005,9;1021,1;0;0
351160424;WROCŁAW;1999;4;2;5,1;1,8;10;6,2;53,4;1004,1;1019,3;0;0
351160424;WROCŁAW;1999;4;3;3,4;1,4;10;5,7;51,9;1006,3;1021,5;0;0
351160424;WROCŁAW;1999;4;4;1,8;1;10,8;6,6;56,4;1005,7;1020,8;0;0
351160424;WROCŁAW;1999;4;5;0,1;2,1;10,9;8,1;65,1;1009,9;1025,2;0;0
351160424;WROCŁAW;1999;4;6;4,8;3,3;12,5;11,1;77,1;1005,5;1020,5;0,9;1,4
351160424;WROCŁAW;1999;4;7;6,9;4,1;12,7;10,2;70;995,7;1010,6;0;0,1
351160424;WROCŁAW;1999;4;8;6,8;3,5;9,3;9,3;80,1;1000,5;1015,7;0,7;0,7
351160424;WROCŁAW;1999;4;9;7,1;2,6;9,8;8,9;75,3;1007,5;1022,7;0;0
351160424;WROCŁAW;1999;4;10;5,8;2;11,2;9,2;70;1002;1017,1;0;0
351160424;WROCŁAW;1999;4;11;7,6;2,9;10,8;10,8;83;995,2;1010,2;2,3;0
351160424;WROCŁAW;1999;4;12;5,6;3,8;8,5;7,1;65,4;989,9;1005;0;0
351160424;WROCŁAW;1999;4;13;6,3;2,4;8,7;8,6;76,5;982,7;997,6;0,1;0,2
351160424;WROCŁAW;1999;4;14;4,8;5,1;7,2;6,2;63,9;985,9;1001;0,1;0
351160424;WROCŁAW;1999;4;15;6,6;4,4;11,1;7,5;58;988;1002,9;0;0
351160424;WROCŁAW;1999;4;16;7,5;1,5;5,5;8,1;89,9;993,1;1008,3;6,6;5,8
351160424;WROCŁAW;1999;4;17;8;4,5;4,5;7,8;92,6;985,2;1000,4;8,9;0
351160424;WROCŁAW;1999;4;18;4,1;4,6;5,6;6,2;69,8;993;1008,2;0,1;0
351160424;WROCŁAW;1999;4;19;5,3;3,1;5,6;5,1;59,6;1000,7;1016;0;0
351160424;WROCŁAW;1999;4;20;6,9;4;6,8;5;53,6;1000,2;1015,5;0;0
351160424;WROCŁAW;1999;4;21;5,3;3,4;8,9;6,4;58;995,6;1010,7;0;1,9
351160424;WROCŁAW;1999;4;22;6,6;2,5;12,8;11,2;78,1;997,2;1012,1;0;0
351160424;WROCŁAW;1999;4;23;5,6;1,5;13,3;10,1;68,5;1000,7;1015,6;0;0
351160424;WROCŁAW;1999;4;24;6,3;1,1;12;11,2;80,8;1000,1;1015,1;0,1;0
351160424;WROCŁAW;1999;4;25;7,8;1,4;10,4;11,2;88,6;1001,7;1016,9;0,8;0
351160424;WROCŁAW;1999;4;26;6,5;1,5;12,1;12,1;85,4;1001,8;1016,8;0,4;0
351160424;WROCŁAW;1999;4;27;7,5;1,6;12,2;12,5;87,9;1000,9;1015,9;0,3;0,3
351160424;WROCŁAW;1999;4;28;7,5;3,4;11,7;12,6;91,6;1003;1018,1;0;0
351160424;WROCŁAW;1999;4;29;5,5;3,9;11,9;10,7;78,1;999,8;1014,8;0;0
351160424;WROCŁAW;1999;4;30;1,4;2,1;10,8;9,2;72,6;999,5;1014,6;0;0
351160424;WROCŁAW;1999;5;1;2,6;3,3;13,9;10,3;65,6;1000;1014,9;0;0
351160424;WROCŁAW;1999;5;2;3,8;2,1;11,3;7,9;59,9;1005,2;1020,3;0;0
351160424;WROCŁAW;1999;5;3;5,9;1,8;11,6;8,6;65;1005,5;1020,7;0;0
351160424;WROCŁAW;1999;5;4;5;4,3;12,2;7,6;54,3;1006,4;1021,5;0;0
351160424;WROCŁAW;1999;5;5;5,4;6,1;9,7;6,7;56,9;1007,1;1022,4;0;0
351160424;WROCŁAW;1999;5;6;3,5;4,9;9,7;6;51,6;1010,5;1025,8;0;0
351160424;WROCŁAW;1999;5;7;5,6;4,4;10,4;7,6;59,6;1005,1;1020,2;0;0
351160424;WROCŁAW;1999;5;8;6,1;3;13;11,7;77,4;997,4;1012,3;0,2;1,4
351160424;WROCŁAW;1999;5;9;6,6;4,1;14,5;11,9;73,6;1002,5;1017,4;0,4;0
351160424;WROCŁAW;1999;5;10;4,9;2,4;16,2;11,5;67,6;1001,1;1015,9;0;0,2
351160424;WROCŁAW;1999;5;11;6,8;4,4;16,2;12,3;69,4;996,7;1011,4;0;1,3
351160424;WROCŁAW;1999;5;12;7,1;2,8;13,9;12,3;78,8;996;1010,9;0;7,4
351160424;WROCŁAW;1999;5;13;5,9;3,8;13,7;11,7;75,5;994,7;1009,6;0;0
351160424;WROCŁAW;1999;5;14;7;1,9;12,9;11,8;80,3;994,2;1009,1;0;0,6
351160424;WROCŁAW;1999;5;15;6,6;4,6;10,3;9,4;75,9;993,5;1008,5;2,4;5,3
351160424;WROCŁAW;1999;5;16;7,1;3,4;9,1;9,8;86,1;999,6;1014,8;3,1;0
351160424;WROCŁAW;1999;5;17;2,3;1,5;10,8;7,9;64;1007,9;1023,1;0;0
351160424;WROCŁAW;1999;5;18;1,5;3,3;11,8;7,6;58,5;1009,6;1024,8;0;0
351160424;WROCŁAW;1999;5;19;0,1;5,3;13,7;8,3;56,4;1006,8;1021,8;0;0
351160424;WROCŁAW;1999;5;20;2,3;3;16,7;11,8;62,6;997,6;1012,3;0;0,8
351160424;WROCŁAW;1999;5;21;5,9;2,1;17,7;14,1;70;992,4;1007;0;0
351160424;WROCŁAW;1999;5;22;4;2,4;16,3;12,8;71,8;997;1011,7;0;0,4
351160424;WROCŁAW;1999;5;23;4,8;2,5;13,2;9,8;67,3;1006,8;1021,9;0;0
351160424;WROCŁAW;1999;5;24;1,8;2;14,1;10;65,8;1007,9;1022,9;0;0
351160424;WROCŁAW;1999;5;25;4,6;2;16,8;12;64,5;1002,3;1017,1;0;1,4
351160424;WROCŁAW;1999;5;26;6,5;2,1;15,8;11,6;66,6;1005,4;1020,2;0;0
351160424;WROCŁAW;1999;5;27;1,8;1,5;16,8;10,4;58;1007,8;1022,7;0;0
351160424;WROCŁAW;1999;5;28;0,3;2,3;18,6;11,6;57,4;1008,3;1023,1;0;0
351160424;WROCŁAW;1999;5;29;4,6;2,5;19,7;15,8;69,8;1006;1020,7;0;0
351160424;WROCŁAW;1999;5;30;2,8;2,5;21,9;15,4;62;1000;1014,5;0;3
351160424;WROCŁAW;1999;5;31;6,6;2,5;18,1;17,7;85,8;1002;1016,7;6,5;0
351160424;WROCŁAW;1999;6;1;5,5;2,1;14,8;12,6;76,1;1007,7;1022,7;0;0
351160424;WROCŁAW;1999;6;2;3,4;2,8;16,9;13,8;74,3;1001,8;1016,5;0;1,1
351160424;WROCŁAW;1999;6;3;5,1;3,3;18,2;16,3;79,3;997,8;1012,5;0,5;0
351160424;WROCŁAW;1999;6;4;4,9;2,4;15,9;15,1;83,9;995,8;1010,5;1,4;0
351160424;WROCŁAW;1999;6;5;4,5;3,4;18,5;14;68,6;996,6;1011,3;0;0
351160424;WROCŁAW;1999;6;6;3,8;3,9;19,3;15,3;69,9;996,4;1011;0;5,4
351160424;WROCŁAW;1999;6;7;4,9;2;16,4;14,8;79,8;1003,9;1018,8;0;0
351160424;WROCŁAW;1999;6;8;7,4;4,1;16,5;16,5;88,1;1002,3;1017,1;16,9;3,3
351160424;WROCŁAW;1999;6;9;4;1,9;15,7;12;69,4;1010,9;1025,9;0;0
351160424;WROCŁAW;1999;6;10;3,1;2,9;17,4;13,1;68,4;1010,1;1025;0;0
351160424;WROCŁAW;1999;6;11;6,4;1,6;16,9;15,9;81,9;1004,5;1019,3;0;0
351160424;WROCŁAW;1999;6;12;7,9;3,5;14;15,1;94,9;1005,4;1020,4;5,3;0,4
351160424;WROCŁAW;1999;6;13;8;2,6;13,8;14,3;91,3;1006,6;1021,6;0;0
351160424;WROCŁAW;1999;6;14;7,9;2;14,6;16,2;97;1006,6;1021,6;4,2;0,4
351160424;WROCŁAW;1999;6;15;7,6;2,4;15,9;16,2;90,8;1008,2;1023,1;0,4;0
351160424;WROCŁAW;1999;6;16;6,4;1,9;18,6;15,8;75,3;1008;1022,8;0;0
351160424;WROCŁAW;1999;6;17;6,9;1,9;18,9;17,1;79,1;1003,1;1017,8;0;0
351160424;WROCŁAW;1999;6;18;7,1;4;14,9;15,4;91,4;999,9;1014,7;4,8;8
351160424;WROCŁAW;1999;6;19;6,8;3,1;15,6;15,6;88,8;1003;1017,8;0;0
351160424;WROCŁAW;1999;6;20;4,4;2,1;17,9;15,4;77,1;1000,1;1014,8;0;0
351160424;WROCŁAW;1999;6;21;7;2,8;15,1;14,5;84,9;993,3;1008,1;3,2;2,5
351160424;WROCŁAW;1999;6;22;7,9;4,4;10,6;11,6;90,4;999;1014,1;13,6;0
351160424;WROCŁAW;1999;6;23;6,3;3,6;13,1;10,4;71,3;1005,4;1020,4;0;0
351160424;WROCŁAW;1999;6;24;5;1,8;13,2;10,2;69,8;1008,7;1023,8;0;0
351160424;WROCŁAW;1999;6;25;6,6;2;13,8;11;71,9;1006,6;1021,6;0;0
351160424;WROCŁAW;1999;6;26;4,1;2,9;16,3;13,6;74,5;1000;1014,8;0,1;0
351160424;WROCŁAW;1999;6;27;6,4;4;20,3;15,9;68,6;997,2;1011,7;0;0,5
351160424;WROCŁAW;1999;6;28;5,9;3,4;19,8;17,6;77,6;998,7;1013,3;0,4;0
351160424;WROCŁAW;1999;6;29;4,1;1,5;19,2;12,6;60;1005,8;1020,6;0;0
351160424;WROCŁAW;1999;6;30;5,4;1,3;20,5;15,1;65,3;1003,6;1018,2;0;0
351160424;WROCŁAW;1999;7;1;6,6;2;19,4;19,2;85,8;1003;1017,7;0,6;0
351160424;WROCŁAW;1999;7;2;4,4;1,4;18,6;17,8;84,1;1001,4;1016;8,8;0
351160424;WROCŁAW;1999;7;3;1,8;2,1;20,7;16,2;69,5;1000,8;1015,4;0;0
351160424;WROCŁAW;1999;7;4;2,5;2;23,5;18,4;66,3;998,3;1012,7;0;0
351160424;WROCŁAW;1999;7;5;4,3;4,3;24,8;19,3;65,3;996,7;1011;0;0
351160424;WROCŁAW;1999;7;6;4,3;2,8;23,5;21,8;76,6;995,3;1009,7;0,7;31,7
351160424;WROCŁAW;1999;7;7;7,8;2,1;18,1;18,7;89,8;1002,7;1017,4;0;1,7
351160424;WROCŁAW;1999;7;8;7,9;2,5;16,2;17,1;93,4;1007,4;1022,3;3,9;1,4
351160424;WROCŁAW;1999;7;9;7,5;2,8;19,1;18,2;82,8;1008,9;1023,7;0;0
351160424;WROCŁAW;1999;7;10;5,1;5,1;22,3;16,5;62,8;1007,2;1021,8;0;0
351160424;WROCŁAW;1999;7;11;7,1;3,9;20,1;17,5;74,3;1005;1019,7;1;0
351160424;WROCŁAW;1999;7;12;5,8;2,8;22,1;20,1;76;1000,4;1015;0;0
351160424;WROCŁAW;1999;7;13;4,5;2,8;21,1;20;80,9;993,1;1007,5;0,6;0
351160424;WROCŁAW;1999;7;14;7,1;2,1;19,2;19,8;89,1;988,6;1003,1;18,9;0
351160424;WROCŁAW;1999;7;15;6,9;3,4;16,6;14;75,8;996,9;1011,6;0,4;0
351160424;WROCŁAW;1999;7;16;4,9;2,3;16,8;12,9;70;1002,5;1017,3;0;0
351160424;WROCŁAW;1999;7;17;2;1,6;18,8;13,4;65,1;1005,8;1020,5;0;0
351160424;WROCŁAW;1999;7;18;3;1,3;20,9;14,5;63,5;1004,7;1019,3;0;0
351160424;WROCŁAW;1999;7;19;3,9;1,3;22,3;15;59,9;1002,4;1016,9;0;0
351160424;WROCŁAW;1999;7;20;1,5;1,6;22,8;16,7;65,6;999,2;1013,7;5,6;0
351160424;WROCŁAW;1999;7;21;5,5;2,6;22,1;18,1;69,9;997,3;1011,8;0;0,1
351160424;WROCŁAW;1999;7;22;6,5;2,8;18,7;13,7;64,5;998,4;1013;0;0
351160424;WROCŁAW;1999;7;23;7,3;2,8;16,3;14,3;77,9;1000,8;1015,6;0;0
351160424;WROCŁAW;1999;7;24;5,6;2,5;16,5;13,7;74,1;1006,7;1021,6;0;0
351160424;WROCŁAW;1999;7;25;2,5;1,3;19,1;14,3;67,1;1005,9;1020,7;0;0
351160424;WROCŁAW;1999;7;26;2,8;1,8;21,4;15,9;65,9;1002,9;1017,4;0;0
351160424;WROCŁAW;1999;7;27;5,1;2,6;19,2;13,1;59,5;1005,7;1020,4;0;0
351160424;WROCŁAW;1999;7;28;2,6;1,9;19,1;11,9;56,9;1005,3;1020;0;0
351160424;WROCŁAW;1999;7;29;2,5;2,5;19,7;12,3;55,8;1005,6;1020,3;0;0
351160424;WROCŁAW;1999;7;30;2,8;2;19,5;12,7;59;1003,7;1018,4;0;0
351160424;WROCŁAW;1999;7;31;2,5;2,6;20,1;11,7;54,6;1002,7;1017,3;0;0
351160424;WROCŁAW;1999;8;1;4,5;2,4;20,8;11,2;48,9;1003,3;1017,9;0;0
351160424;WROCŁAW;1999;8;2;3,3;2;19,9;11,5;52,8;1003,2;1017,8;0;0
351160424;WROCŁAW;1999;8;3;2,4;1,3;19,3;11,4;56,5;1001,7;1016,4;0;0
351160424;WROCŁAW;1999;8;4;1,5;1;19,9;11,7;55,6;1000,9;1015,5;0;0
351160424;WROCŁAW;1999;8;5;4,5;1,5;20,2;12,6;57,8;999,5;1014,1;0;0
351160424;WROCŁAW;1999;8;6;4,6;2,3;22,2;16,5;63,4;996,7;1011,1;0;0
351160424;WROCŁAW;1999;8;7;4,1;1,4;21,5;17,8;71;992,9;1007,3;0;0
351160424;WROCŁAW;1999;8;8;3,8;1,5;23,6;17,6;63,9;988,9;1003,1;0;0
351160424;WROCŁAW;1999;8;9;4,5;2,1;20,9;19,1;77,5;992,3;1006,7;0,4;0
351160424;WROCŁAW;1999;8;10;5,6;2,1;20,3;18,8;80,5;994,2;1008,7;0;0,3
351160424;WROCŁAW;1999;8;11;4,4;3,6;18,5;16,3;77,3;998,4;1013;0;0
351160424;WROCŁAW;1999;8;12;5,8;3,5;16,6;11,4;62,3;1001,6;1016,4;0;0
351160424;WROCŁAW;1999;8;13;6,3;3;15,5;11,1;64,1;999,9;1014,7;0;0
351160424;WROCŁAW;1999;8;14;3,8;1,8;16,9;9,9;54;996,4;1011,1;0;0,5
351160424;WROCŁAW;1999;8;15;5,6;5;18,3;13,1;63;990,6;1005,2;5;0
351160424;WROCŁAW;1999;8;16;6,3;2,8;17,5;13;66,1;993,7;1008,4;0,1;0,2
351160424;WROCŁAW;1999;8;17;7,3;1,8;15,5;15,2;86,9;992,6;1007,3;5,5;0
351160424;WROCŁAW;1999;8;18;6;2,4;17,6;14,1;72,4;994,9;1009,5;0;0,7
351160424;WROCŁAW;1999;8;19;3;3,6;20,2;13,6;59,5;996,5;1011;0;0
351160424;WROCŁAW;1999;8;20;3,5;3,8;17,8;10,5;54,1;1000,5;1015,2;0;0
351160424;WROCŁAW;1999;8;21;6,1;3;15,6;13,1;73,8;1002,6;1017,4;0;0
351160424;WROCŁAW;1999;8;22;6,5;2,8;14,8;11,4;68,4;1005,4;1020,4;0;0
351160424;WROCŁAW;1999;8;23;3,8;1,1;14,6;11,3;70,9;1006,5;1021,5;0;0
351160424;WROCŁAW;1999;8;24;2,4;1;15,5;9,9;62;1006,4;1021,3;0;0
351160424;WROCŁAW;1999;8;25;0,9;1,8;16,2;10,9;62,6;1008,1;1023;0;0
351160424;WROCŁAW;1999;8;26;3,6;4,9;17,5;10,9;58,8;1005,9;1020,8;0;1,8
351160424;WROCŁAW;1999;8;27;6,3;3;19;15,1;70,3;1004;1018,7;0;0
351160424;WROCŁAW;1999;8;28;7,1;1,9;18,8;16,8;78,1;1004,6;1019,3;0;0,8
351160424;WROCŁAW;1999;8;29;6,5;1,8;17,4;14,5;74,6;1005,5;1020,3;0;0
351160424;WROCŁAW;1999;8;30;2;0,8;16,2;12,9;73;1003,3;1018,1;0;0
351160424;WROCŁAW;1999;8;31;6,6;1,8;16;13,3;75,5;1000,1;1014,9;0;0,1
351160424;WROCŁAW;1999;9;1;6,8;2,6;13,6;13,5;87;1001,5;1016,4;8,4;0,1
351160424;WROCŁAW;1999;9;2;6,4;2,8;14,7;14,6;87,6;1006,9;1021,9;0,5;0
351160424;WROCŁAW;1999;9;3;5;2,1;16,9;15,6;82,6;1009,8;1024,7;0;0
351160424;WROCŁAW;1999;9;4;1,4;2,5;16,6;12,2;65,9;1008,2;1023,1;0;0
351160424;WROCŁAW;1999;9;5;3,1;1,6;16,8;12,1;66,6;1006,7;1021,6;0;0
351160424;WROCŁAW;1999;9;6;3,8;2,9;17,6;12,2;63,6;1001,8;1016,5;0;0
351160424;WROCŁAW;1999;9;7;4,5;2,6;17,8;14,7;74;1000;1014,7;0;0
351160424;WROCŁAW;1999;9;8;0,8;1;19;15,5;73,8;1005,6;1020,3;0;0
351160424;WROCŁAW;1999;9;9;1,5;1,3;19,5;15;70,4;1008,8;1023,5;0;0
351160424;WROCŁAW;1999;9;10;2,6;1,3;19,4;14,8;69;1012,8;1027,7;0;0
351160424;WROCŁAW;1999;9;11;0,6;2,1;19,6;14,8;69;1011,3;1026,1;0;0
351160424;WROCŁAW;1999;9;12;0,5;1,6;17,1;12,9;69,5;1005,8;1020,6;0;0
351160424;WROCŁAW;1999;9;13;0,5;3;17,2;10;56,5;1002,1;1016,9;0;0
351160424;WROCŁAW;1999;9;14;0;3,1;16,1;9,8;56,6;1001,4;1016,2;0;0
351160424;WROCŁAW;1999;9;15;0;3,5;14;8,3;55,6;1001,3;1016,2;0;0
351160424;WROCŁAW;1999;9;16;4,8;3,1;14,2;10,3;64;997,1;1012;0;0
351160424;WROCŁAW;1999;9;17;4;1,8;17,1;12,6;65,5;997;1011,7;0;0
351160424;WROCŁAW;1999;9;18;7,1;2,8;18,4;15,8;75,5;996,5;1011,1;0;11,5
351160424;WROCŁAW;1999;9;19;6;4,3;18,5;17,2;82,6;995,5;1010,2;0;0
351160424;WROCŁAW;1999;9;20;5,6;7,5;21,3;15,8;64;991,8;1006,2;0;0
351160424;WROCŁAW;1999;9;21;6,6;4,4;19,3;16,9;76,3;991,9;1006,4;2,9;0,9
351160424;WROCŁAW;1999;9;22;3,1;1,9;16,4;14,2;78,4;997,3;1012;0;0,1
351160424;WROCŁAW;1999;9;23;6,5;2,1;19,5;16,5;74,9;999,4;1014;0;2,4
351160424;WROCŁAW;1999;9;24;4;2;17,9;15,9;79,6;1002,6;1017,4;0;0
