;nazwa stacji;rok;miesiac;dzien;temp,;wilgotnosc wzglêdna;prêdkosc wiatru;œrednie dobowe zachmurzenie ogolne
252200150;WARSZAWA-BIELANY;2015;3;1;3,9;81,5;4;7,3
252200150;WARSZAWA-BIELANY;2015;3;2;5,3;77,8;2,3;8
252200150;WARSZAWA-BIELANY;2015;3;3;2,5;75,5;2,3;8
252200150;WARSZAWA-BIELANY;2015;3;4;2;89;3,3;8
252200150;WARSZAWA-BIELANY;2015;3;5;1,5;83,8;1,7;8
252200150;WARSZAWA-BIELANY;2015;3;6;-0,3;93;1;8
252200150;WARSZAWA-BIELANY;2015;3;7;3,8;93,8;1,7;8
252200150;WARSZAWA-BIELANY;2015;3;8;8,8;60,3;1,3;5,7
252200150;WARSZAWA-BIELANY;2015;3;9;9,1;44;1;2,7
252200150;WARSZAWA-BIELANY;2015;3;10;5,6;71,3;1;7
252200150;WARSZAWA-BIELANY;2015;3;11;5,2;83,5;2;7,7
252200150;WARSZAWA-BIELANY;2015;3;12;4;82;2;5
252200150;WARSZAWA-BIELANY;2015;3;13;2,9;83,8;2,3;7,7
252200150;WARSZAWA-BIELANY;2015;3;14;3,7;88,5;3,7;8
252200150;WARSZAWA-BIELANY;2015;3;15;5,8;79,8;2,3;8
252200150;WARSZAWA-BIELANY;2015;3;16;8,3;60;3;4,7
252200150;WARSZAWA-BIELANY;2015;3;17;9,2;32,5;4,7;2
252200150;WARSZAWA-BIELANY;2015;3;18;5,4;45,5;3;3
252200150;WARSZAWA-BIELANY;2015;3;19;3,7;45,3;1;3,3
252200150;WARSZAWA-BIELANY;2015;3;20;6,1;51;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;3;21;9,5;36,3;2,3;4,7
252200150;WARSZAWA-BIELANY;2015;3;22;1,9;43,3;1,7;3,3
252200150;WARSZAWA-BIELANY;2015;3;23;2,7;39,8;2;3,3
252200150;WARSZAWA-BIELANY;2015;3;24;7,8;48,3;1,7;3,7
252200150;WARSZAWA-BIELANY;2015;3;25;10,9;53;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;3;26;12,5;64,3;2,3;6,3
252200150;WARSZAWA-BIELANY;2015;3;27;12,1;70,3;1,7;6,7
252200150;WARSZAWA-BIELANY;2015;3;28;6,5;80;1;6
252200150;WARSZAWA-BIELANY;2015;3;29;7,8;70;1,7;8
252200150;WARSZAWA-BIELANY;2015;3;30;8,3;69,3;4;6,7
252200150;WARSZAWA-BIELANY;2015;3;31;6,8;75,5;4;7,3
252200150;WARSZAWA-BIELANY;2015;4;1;4,1;86;3;8
252200150;WARSZAWA-BIELANY;2015;4;2;2,7;73,5;2,3;8
252200150;WARSZAWA-BIELANY;2015;4;3;2,6;83,5;2,7;7,3
252200150;WARSZAWA-BIELANY;2015;4;4;2,4;84,5;2,3;8
252200150;WARSZAWA-BIELANY;2015;4;5;2;93;2;8
252200150;WARSZAWA-BIELANY;2015;4;6;3,3;82,3;1;8
252200150;WARSZAWA-BIELANY;2015;4;7;3,4;79,3;2,7;7,3
252200150;WARSZAWA-BIELANY;2015;4;8;8,7;74,8;3;8
252200150;WARSZAWA-BIELANY;2015;4;9;6,6;59,5;0;0
252200150;WARSZAWA-BIELANY;2015;4;10;10,8;43,3;1,3;0
252200150;WARSZAWA-BIELANY;2015;4;11;14,8;56,3;1,7;0
252200150;WARSZAWA-BIELANY;2015;4;12;13,4;48,3;2,3;5,7
252200150;WARSZAWA-BIELANY;2015;4;13;10;53,5;5,3;6
252200150;WARSZAWA-BIELANY;2015;4;14;6,5;50,5;2,3;5,3
252200150;WARSZAWA-BIELANY;2015;4;15;11,3;72;1,7;6,7
252200150;WARSZAWA-BIELANY;2015;4;16;11,8;41,3;3,3;0
252200150;WARSZAWA-BIELANY;2015;4;17;7,6;55,5;1,7;5
252200150;WARSZAWA-BIELANY;2015;4;18;4,7;70,3;2,7;6,7
252200150;WARSZAWA-BIELANY;2015;4;19;5,6;67,5;2;6,7
252200150;WARSZAWA-BIELANY;2015;4;20;9,1;50,3;4,3;5,3
252200150;WARSZAWA-BIELANY;2015;4;21;9,5;49;2,3;4
252200150;WARSZAWA-BIELANY;2015;4;22;11,1;46,3;2;4
252200150;WARSZAWA-BIELANY;2015;4;23;12,7;44,5;3;3
252200150;WARSZAWA-BIELANY;2015;4;24;14,1;49,8;1,7;3,7
252200150;WARSZAWA-BIELANY;2015;4;25;17,1;41,5;1,7;5
252200150;WARSZAWA-BIELANY;2015;4;26;16,2;64,5;1,7;6,3
252200150;WARSZAWA-BIELANY;2015;4;27;17,1;69,3;5,3;3,3
252200150;WARSZAWA-BIELANY;2015;4;28;17;74,3;2;5,7
252200150;WARSZAWA-BIELANY;2015;4;29;8,4;67;1;4,7
252200150;WARSZAWA-BIELANY;2015;4;30;10,1;48,3;2,7;5,7
252200150;WARSZAWA-BIELANY;2015;5;1;11,5;57,3;1,7;7
252200150;WARSZAWA-BIELANY;2015;5;2;10,6;37,3;2;4
252200150;WARSZAWA-BIELANY;2015;5;3;10,6;50,5;0,7;5
252200150;WARSZAWA-BIELANY;2015;5;4;13,1;62,3;1,3;8
252200150;WARSZAWA-BIELANY;2015;5;5;17,1;64,3;2,7;5
252200150;WARSZAWA-BIELANY;2015;5;6;17,1;88,8;0,7;8
252200150;WARSZAWA-BIELANY;2015;5;7;16,4;67,8;2;5,7
252200150;WARSZAWA-BIELANY;2015;5;8;12,9;55;1,3;5
252200150;WARSZAWA-BIELANY;2015;5;9;15,1;49;2;5
252200150;WARSZAWA-BIELANY;2015;5;10;13,4;77,8;1,7;8
252200150;WARSZAWA-BIELANY;2015;5;11;11,8;68,3;1,3;5,3
252200150;WARSZAWA-BIELANY;2015;5;12;15,4;46;2,3;5
252200150;WARSZAWA-BIELANY;2015;5;13;14,5;50,3;2,7;4,7
252200150;WARSZAWA-BIELANY;2015;5;14;12,4;74;1,7;7,3
252200150;WARSZAWA-BIELANY;2015;5;15;12,9;55;2,3;5,7
252200150;WARSZAWA-BIELANY;2015;5;16;11,6;42,5;1,7;6
252200150;WARSZAWA-BIELANY;2015;5;17;12,6;62,8;3,3;7,3
252200150;WARSZAWA-BIELANY;2015;5;18;12,6;51,8;3,7;5,7
252200150;WARSZAWA-BIELANY;2015;5;19;16,8;79,5;3,3;6
252200150;WARSZAWA-BIELANY;2015;5;20;16;80,3;1,3;6,7
252200150;WARSZAWA-BIELANY;2015;5;21;14,1;80,8;1,3;7,3
252200150;WARSZAWA-BIELANY;2015;5;22;14,5;59,8;1,3;6
252200150;WARSZAWA-BIELANY;2015;5;23;13,5;80;1;8
252200150;WARSZAWA-BIELANY;2015;5;24;15,4;63,8;1;6,7
252200150;WARSZAWA-BIELANY;2015;5;25;15,2;73,8;1,3;6,3
252200150;WARSZAWA-BIELANY;2015;5;26;14,9;88,5;1,7;8
252200150;WARSZAWA-BIELANY;2015;5;27;11,5;69,3;1,3;7
252200150;WARSZAWA-BIELANY;2015;5;28;12,3;60,5;1,7;5
252200150;WARSZAWA-BIELANY;2015;5;29;15,6;47,3;1,3;6,3
252200150;WARSZAWA-BIELANY;2015;5;30;16,3;59;1;2,7
252200150;WARSZAWA-BIELANY;2015;5;31;15;47;1,7;3,7
252200150;WARSZAWA-BIELANY;2015;6;1;18,7;44,8;2,3;3,7
252200150;WARSZAWA-BIELANY;2015;6;2;22,7;49,3;3,7;4,3
252200150;WARSZAWA-BIELANY;2015;6;3;24,6;42,8;2;4,7
252200150;WARSZAWA-BIELANY;2015;6;4;18,8;43,3;1;3,7
252200150;WARSZAWA-BIELANY;2015;6;5;18,6;48,3;2;2
252200150;WARSZAWA-BIELANY;2015;6;6;20,9;35,3;1,7;3
252200150;WARSZAWA-BIELANY;2015;6;7;23,2;46,5;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;6;8;18,9;44;1;5
252200150;WARSZAWA-BIELANY;2015;6;9;15,1;60;3,3;6,7
252200150;WARSZAWA-BIELANY;2015;6;10;17,6;52;1;6,3
252200150;WARSZAWA-BIELANY;2015;6;11;18,7;43,5;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;6;12;20,9;34,8;2;2,7
252200150;WARSZAWA-BIELANY;2015;6;13;22,2;62;1,3;1,3
252200150;WARSZAWA-BIELANY;2015;6;14;23,3;55,3;1,7;5,3
252200150;WARSZAWA-BIELANY;2015;6;15;19,7;69,8;1,7;5,7
252200150;WARSZAWA-BIELANY;2015;6;16;14,4;54,8;2;5,7
252200150;WARSZAWA-BIELANY;2015;6;17;15,4;49,3;1;5,3
252200150;WARSZAWA-BIELANY;2015;6;18;16,2;50,5;2;5
252200150;WARSZAWA-BIELANY;2015;6;19;15,4;66,8;1,3;7,7
252200150;WARSZAWA-BIELANY;2015;6;20;14,4;63;0,7;6,7
252200150;WARSZAWA-BIELANY;2015;6;21;16,1;60;2;5
252200150;WARSZAWA-BIELANY;2015;6;22;16,7;55,8;1,7;5
252200150;WARSZAWA-BIELANY;2015;6;23;16,1;77,3;1,7;8
252200150;WARSZAWA-BIELANY;2015;6;24;15,9;57,5;2,3;4,7
252200150;WARSZAWA-BIELANY;2015;6;25;16,9;51,5;1,7;4,3
252200150;WARSZAWA-BIELANY;2015;6;26;18;57,5;2;5,3
252200150;WARSZAWA-BIELANY;2015;6;27;18,3;55;2;6,7
252200150;WARSZAWA-BIELANY;2015;6;28;20,2;62,5;1,3;7,7
252200150;WARSZAWA-BIELANY;2015;6;29;19,5;76,8;1,3;7,7
252200150;WARSZAWA-BIELANY;2015;6;30;19,5;54,3;0,7;5
252200150;WARSZAWA-BIELANY;2015;7;1;20;48,3;1,7;5,3
252200150;WARSZAWA-BIELANY;2015;7;2;22,4;52,3;0,7;3,7
252200150;WARSZAWA-BIELANY;2015;7;3;23;36,8;1,3;4,3
252200150;WARSZAWA-BIELANY;2015;7;4;24,9;41,8;1;5
252200150;WARSZAWA-BIELANY;2015;7;5;27,8;38;1;4,7
252200150;WARSZAWA-BIELANY;2015;7;6;29;43,5;1,7;4,7
252200150;WARSZAWA-BIELANY;2015;7;7;24,9;29,8;2;2,7
252200150;WARSZAWA-BIELANY;2015;7;8;21,6;80;1;6
252200150;WARSZAWA-BIELANY;2015;7;9;18,3;55,5;3;5,3
252200150;WARSZAWA-BIELANY;2015;7;10;13,5;62,5;3;7,3
252200150;WARSZAWA-BIELANY;2015;7;11;15,6;60,5;2;7,3
252200150;WARSZAWA-BIELANY;2015;7;12;17,8;62,8;1,3;6,3
252200150;WARSZAWA-BIELANY;2015;7;13;18,4;82;1,3;7,7
252200150;WARSZAWA-BIELANY;2015;7;14;18,7;74;2,7;6,3
252200150;WARSZAWA-BIELANY;2015;7;15;18,8;67,8;2,3;6
252200150;WARSZAWA-BIELANY;2015;7;16;19,4;71,8;2,3;4,7
252200150;WARSZAWA-BIELANY;2015;7;17;21,8;56;1,7;3,7
252200150;WARSZAWA-BIELANY;2015;7;18;24,1;42,5;2;4,3
252200150;WARSZAWA-BIELANY;2015;7;19;22,8;72;2,7;8
252200150;WARSZAWA-BIELANY;2015;7;20;21,1;64,5;3,3;5,7
252200150;WARSZAWA-BIELANY;2015;7;21;18,8;65,3;1;5,3
252200150;WARSZAWA-BIELANY;2015;7;22;23,3;66;1,3;4
252200150;WARSZAWA-BIELANY;2015;7;23;23,6;65,3;1,7;6
252200150;WARSZAWA-BIELANY;2015;7;24;21,8;56,5;1,3;5
252200150;WARSZAWA-BIELANY;2015;7;25;23,2;61;3;7
252200150;WARSZAWA-BIELANY;2015;7;26;17,4;61,8;2,3;8
252200150;WARSZAWA-BIELANY;2015;7;27;17,1;62,8;2,7;7
252200150;WARSZAWA-BIELANY;2015;7;28;18;79;3;7
252200150;WARSZAWA-BIELANY;2015;7;29;18,9;57;2,3;6,3
252200150;WARSZAWA-BIELANY;2015;7;30;16,5;59;3,7;4,3
252200150;WARSZAWA-BIELANY;2015;7;31;15,8;57,8;2,7;5,7
252200150;WARSZAWA-BIELANY;2015;8;1;15,8;58,5;1,3;6,3
252200150;WARSZAWA-BIELANY;2015;8;2;21,1;45,8;1,7;4,3
252200150;WARSZAWA-BIELANY;2015;8;3;23,6;48,3;0,7;3
252200150;WARSZAWA-BIELANY;2015;8;4;25,2;47;1,3;3
252200150;WARSZAWA-BIELANY;2015;8;5;29,3;40;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;8;6;27,5;57;1;3,7
252200150;WARSZAWA-BIELANY;2015;8;7;28,8;50,5;1,3;4
252200150;WARSZAWA-BIELANY;2015;8;8;29,6;41;1;1,3
252200150;WARSZAWA-BIELANY;2015;8;9;30,4;48;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;8;10;26,4;55,3;1,3;4
252200150;WARSZAWA-BIELANY;2015;8;11;26,5;42,8;1;3
252200150;WARSZAWA-BIELANY;2015;8;12;27,1;47;1;3,3
252200150;WARSZAWA-BIELANY;2015;8;13;25,1;52,3;1,3;3,7
252200150;WARSZAWA-BIELANY;2015;8;14;23,9;46,8;2;3,7
252200150;WARSZAWA-BIELANY;2015;8;15;25,4;39;2;4
252200150;WARSZAWA-BIELANY;2015;8;16;26,3;33;2;4
252200150;WARSZAWA-BIELANY;2015;8;17;23;35,8;3,3;3,7
252200150;WARSZAWA-BIELANY;2015;8;18;21,4;41,8;1,7;4
252200150;WARSZAWA-BIELANY;2015;8;19;17,9;40,5;1,7;3,7
252200150;WARSZAWA-BIELANY;2015;8;20;17,6;42,8;3;3,7
252200150;WARSZAWA-BIELANY;2015;8;21;18,8;35;2;4,7
252200150;WARSZAWA-BIELANY;2015;8;22;19;51,5;0,7;3,7
252200150;WARSZAWA-BIELANY;2015;8;23;20,5;49,5;1;4
252200150;WARSZAWA-BIELANY;2015;8;24;23,1;41,3;2;4
252200150;WARSZAWA-BIELANY;2015;8;25;22,2;62,8;2;5,7
252200150;WARSZAWA-BIELANY;2015;8;26;18,3;66,8;1,3;5
252200150;WARSZAWA-BIELANY;2015;8;27;21,3;57;2;4
252200150;WARSZAWA-BIELANY;2015;8;28;24;58,8;2;6
252200150;WARSZAWA-BIELANY;2015;8;29;18,8;66;0,7;5,3
252200150;WARSZAWA-BIELANY;2015;8;30;22,2;60,3;1,7;5
252200150;WARSZAWA-BIELANY;2015;8;31;25,8;61,3;1;4,7
252200150;WARSZAWA-BIELANY;2015;10;1;9,2;67;1,3;5,3
252200150;WARSZAWA-BIELANY;2015;10;2;11,8;54,5;2,3;6
252200150;WARSZAWA-BIELANY;2015;10;3;12,5;59,3;1,3;4,7
252200150;WARSZAWA-BIELANY;2015;10;4;16,7;64,5;1;5,7
252200150;WARSZAWA-BIELANY;2015;10;5;14;62;1;4,7
252200150;WARSZAWA-BIELANY;2015;10;6;12,2;89,8;1,3;6,3
252200150;WARSZAWA-BIELANY;2015;10;7;8,7;68,5;5,3;5
252200150;WARSZAWA-BIELANY;2015;10;8;4,7;65,3;3;6
252200150;WARSZAWA-BIELANY;2015;10;9;1,4;68,5;2,3;6,3
252200150;WARSZAWA-BIELANY;2015;10;10;1,8;69;1,3;5,3
252200150;WARSZAWA-BIELANY;2015;10;11;3,8;72,8;2,3;6,3
252200150;WARSZAWA-BIELANY;2015;10;12;3,3;69,3;2;5,7
252200150;WARSZAWA-BIELANY;2015;10;13;4;94,8;2,7;6,7
252200150;WARSZAWA-BIELANY;2015;10;14;7,3;78,8;2,3;6
252200150;WARSZAWA-BIELANY;2015;10;15;8,2;51,5;4;6,7
252200150;WARSZAWA-BIELANY;2015;10;16;9,9;70;2,7;6
252200150;WARSZAWA-BIELANY;2015;10;17;9,8;94,5;1;8
252200150;WARSZAWA-BIELANY;2015;10;18;9,4;96;3;8
252200150;WARSZAWA-BIELANY;2015;10;19;8,3;88,8;1;8
252200150;WARSZAWA-BIELANY;2015;10;20;8,3;88,8;0,7;8
252200150;WARSZAWA-BIELANY;2015;10;21;7,9;90,3;1,3;8
252200150;WARSZAWA-BIELANY;2015;10;22;8,6;84,5;1,3;8
252200150;WARSZAWA-BIELANY;2015;10;23;9,9;85,8;3,3;7
252200150;WARSZAWA-BIELANY;2015;10;24;9,6;81,3;1,3;5,7
252200150;WARSZAWA-BIELANY;2015;10;25;6,9;91,5;2;7,7
252200150;WARSZAWA-BIELANY;2015;10;26;6,9;86;1,3;7,3
252200150;WARSZAWA-BIELANY;2015;10;27;3,9;87,8;0,7;7
252200150;WARSZAWA-BIELANY;2015;10;28;4,5;78,8;2;7,3
252200150;WARSZAWA-BIELANY;2015;10;29;6,2;80;2;6,7
252200150;WARSZAWA-BIELANY;2015;10;30;7,5;78,3;1;5,7
252200150;WARSZAWA-BIELANY;2015;10;31;6,4;82,5;2,7;6,3
252200150;WARSZAWA-BIELANY;2015;11;1;7,3;68;1,7;7,3
252200150;WARSZAWA-BIELANY;2015;11;2;7,8;58,3;2,3;7,3
252200150;WARSZAWA-BIELANY;2015;11;3;3,3;88,3;1,3;7
252200150;WARSZAWA-BIELANY;2015;11;4;2,9;85,3;1,7;7
252200150;WARSZAWA-BIELANY;2015;11;5;3,4;82,8;2;7
252200150;WARSZAWA-BIELANY;2015;11;6;2;84,8;1,7;6,3
252200150;WARSZAWA-BIELANY;2015;11;7;4,7;90,8;1,3;7,3
252200150;WARSZAWA-BIELANY;2015;11;8;13,3;78,8;3;7
252200150;WARSZAWA-BIELANY;2015;11;9;9,5;93;2,3;7,3
252200150;WARSZAWA-BIELANY;2015;11;10;12;89;4,3;7
252200150;WARSZAWA-BIELANY;2015;11;11;14,4;89,5;3,3;7,3
252200150;WARSZAWA-BIELANY;2015;11;12;11,7;77,8;3,7;7
252200150;WARSZAWA-BIELANY;2015;11;13;8,1;91,8;1,7;6,7
252200150;WARSZAWA-BIELANY;2015;11;14;7,9;73,8;2,3;7
252200150;WARSZAWA-BIELANY;2015;11;15;6;86,3;1,7;7,3
252200150;WARSZAWA-BIELANY;2015;11;16;5,9;86,5;2;7,7
252200150;WARSZAWA-BIELANY;2015;11;17;8,8;93,3;2;8
252200150;WARSZAWA-BIELANY;2015;11;18;11;87,3;5;8
252200150;WARSZAWA-BIELANY;2015;11;19;9,7;80;5;8
252200150;WARSZAWA-BIELANY;2015;11;20;8,5;81,3;3,7;6
252200150;WARSZAWA-BIELANY;2015;11;21;5,4;90,8;1,7;8
252200150;WARSZAWA-BIELANY;2015;11;22;3,6;90,5;1,3;8
252200150;WARSZAWA-BIELANY;2015;11;23;0,9;61,8;1,7;7,3
252200150;WARSZAWA-BIELANY;2015;11;24;-0,3;83,5;1,3;8
252200150;WARSZAWA-BIELANY;2015;11;25;-0,3;79;2,3;2
252200150;WARSZAWA-BIELANY;2015;11;26;-1,9;89,5;1;7,7
252200150;WARSZAWA-BIELANY;2015;11;27;-2,6;95,5;0,7;7,3
252200150;WARSZAWA-BIELANY;2015;11;28;-0,7;93,5;1,3;8
252200150;WARSZAWA-BIELANY;2015;11;29;2,9;81,3;2,7;7,3
252200150;WARSZAWA-BIELANY;2015;11;30;5,5;77,5;4,3;7,3
252200150;WARSZAWA-BIELANY;2015;12;1;2,5;90,8;3;8
252200150;WARSZAWA-BIELANY;2015;12;2;3,1;91,3;1,7;8
252200150;WARSZAWA-BIELANY;2015;12;3;6,8;91,3;2;8
252200150;WARSZAWA-BIELANY;2015;12;4;7,4;75;2,7;7,3
252200150;WARSZAWA-BIELANY;2015;12;5;6,9;75,5;4,3;7
252200150;WARSZAWA-BIELANY;2015;12;6;8,4;69,5;5,3;6,3
252200150;WARSZAWA-BIELANY;2015;12;7;8,4;81,5;2,3;7
252200150;WARSZAWA-BIELANY;2015;12;8;2,5;99,5;2;8
252200150;WARSZAWA-BIELANY;2015;12;9;3,4;96;1,3;8
252200150;WARSZAWA-BIELANY;2015;12;10;4,5;82,3;2,3;8
252200150;WARSZAWA-BIELANY;2015;12;11;2,3;72,3;2,3;7,7
252200150;WARSZAWA-BIELANY;2015;12;12;4,7;86,3;4,7;8
252200150;WARSZAWA-BIELANY;2015;12;13;4,5;86,3;3;8
252200150;WARSZAWA-BIELANY;2015;12;14;1,3;79;1,3;7
252200150;WARSZAWA-BIELANY;2015;12;15;0,3;84,3;2;8
252200150;WARSZAWA-BIELANY;2015;12;16;1,2;92;2;8
252200150;WARSZAWA-BIELANY;2015;12;17;4,3;92,3;2;8
252200150;WARSZAWA-BIELANY;2015;12;18;8,7;95;2,3;8
252200150;WARSZAWA-BIELANY;2015;12;19;9,5;91,5;3,3;7
252200150;WARSZAWA-BIELANY;2015;12;20;7,5;83,5;2;7,3
252200150;WARSZAWA-BIELANY;2015;12;21;5,1;88,8;1,7;7,7
252200150;WARSZAWA-BIELANY;2015;12;22;8,4;63,8;4,3;7
252200150;WARSZAWA-BIELANY;2015;12;23;11,5;70,8;3,3;4,7
252200150;WARSZAWA-BIELANY;2015;12;24;6,7;83,5;1;3,3
252200150;WARSZAWA-BIELANY;2015;12;25;6,3;82,5;2,3;5,7
252200150;WARSZAWA-BIELANY;2015;12;26;10;72;5;6,3
252200150;WARSZAWA-BIELANY;2015;12;27;8,7;82,8;1,7;5,7
252200150;WARSZAWA-BIELANY;2015;12;28;8;77,3;2,7;6,3
252200150;WARSZAWA-BIELANY;2015;12;29;0,7;68,3;1,3;5,7
252200150;WARSZAWA-BIELANY;2015;12;30;-3,1;66,3;3,3;8
252200150;WARSZAWA-BIELANY;2015;12;31;-4,5;60;3,3;5,7
252200150;WARSZAWA-BIELANY;2016;1;1;-8,4;69,5;3;6,7
252200150;WARSZAWA-BIELANY;2016;1;2;-11,1;37,5;4,3;6,7
252200150;WARSZAWA-BIELANY;2016;1;3;-14,5;62,5;1,3;7,7
252200150;WARSZAWA-BIELANY;2016;1;4;-14,2;69,3;3;3,7
252200150;WARSZAWA-BIELANY;2016;1;5;-13,6;66,8;1;5,7
252200150;WARSZAWA-BIELANY;2016;1;6;-7,9;87,8;2;8
252200150;WARSZAWA-BIELANY;2016;1;7;-5,9;74;1;8
252200150;WARSZAWA-BIELANY;2016;1;8;-4,8;81,5;1;8
252200150;WARSZAWA-BIELANY;2016;1;9;-0,1;87,8;0,7;7
252200150;WARSZAWA-BIELANY;2016;1;10;-1,3;90,5;3;6,7
252200150;WARSZAWA-BIELANY;2016;1;11;1,6;93,3;0,7;8
252200150;WARSZAWA-BIELANY;2016;1;12;0,1;91,8;1,3;8
252200150;WARSZAWA-BIELANY;2016;1;13;1,5;90,5;2,3;7
252200150;WARSZAWA-BIELANY;2016;1;14;-0,3;87;2,3;8
252200150;WARSZAWA-BIELANY;2016;1;15;-0,7;91,3;1,7;6,3
252200150;WARSZAWA-BIELANY;2016;1;16;-4,1;81,3;1,7;6,7
252200150;WARSZAWA-BIELANY;2016;1;17;-4,9;81,5;3,3;7
252200150;WARSZAWA-BIELANY;2016;1;18;-5,5;79;1,3;8
252200150;WARSZAWA-BIELANY;2016;1;19;-5,1;79,8;3,3;7,3
252200150;WARSZAWA-BIELANY;2016;1;20;-5,7;69;2,3;8
252200150;WARSZAWA-BIELANY;2016;1;21;-2,7;81;1,3;6
252200150;WARSZAWA-BIELANY;2016;1;22;-2,3;87,8;2;8
252200150;WARSZAWA-BIELANY;2016;1;23;-7,1;82,3;1;7,3
252200150;WARSZAWA-BIELANY;2016;1;24;-2,9;93;1,3;7
252200150;WARSZAWA-BIELANY;2016;1;25;1,8;91,5;2,7;8
252200150;WARSZAWA-BIELANY;2016;1;26;3,4;92,8;2;8
252200150;WARSZAWA-BIELANY;2016;1;27;6,4;94;3,7;8
252200150;WARSZAWA-BIELANY;2016;1;28;9;92,3;5;6,7
252200150;WARSZAWA-BIELANY;2016;1;29;6,1;89;2,7;4,7
252200150;WARSZAWA-BIELANY;2016;1;30;7,6;59,5;1,7;6,3
252200150;WARSZAWA-BIELANY;2016;1;31;4,4;74;6;7,7
252200150;WARSZAWA-BIELANY;2016;2;1;2,9;79;3,7;7
252200150;WARSZAWA-BIELANY;2016;2;2;8,5;70,3;4;6,7
252200150;WARSZAWA-BIELANY;2016;2;3;6,2;64,8;4,3;5,7
252200150;WARSZAWA-BIELANY;2016;2;4;2,6;76,8;3;7,3
252200150;WARSZAWA-BIELANY;2016;2;5;1,2;77,3;2,7;7,3
252200150;WARSZAWA-BIELANY;2016;2;6;2,8;80,8;1,7;7,3
252200150;WARSZAWA-BIELANY;2016;2;7;4,9;67,3;3,7;6,3
252200150;WARSZAWA-BIELANY;2016;2;8;6,4;74;3,3;6,7
252200150;WARSZAWA-BIELANY;2016;2;9;8,4;55;3;6
252200150;WARSZAWA-BIELANY;2016;2;10;6,2;88;2,7;8
252200150;WARSZAWA-BIELANY;2016;2;11;2,1;90,5;2,3;8
252200150;WARSZAWA-BIELANY;2016;2;12;3,8;72,8;2,3;8
252200150;WARSZAWA-BIELANY;2016;2;13;3,4;82;1,7;6,3
252200150;WARSZAWA-BIELANY;2016;2;14;5,6;79;2;7
252200150;WARSZAWA-BIELANY;2016;2;15;5,6;88;1,7;8
252200150;WARSZAWA-BIELANY;2016;2;16;4,1;78,5;2;6,3
252200150;WARSZAWA-BIELANY;2016;2;17;1,4;72,5;1,7;6,3
252200150;WARSZAWA-BIELANY;2016;2;18;6,2;81;1,7;6,3
252200150;WARSZAWA-BIELANY;2016;2;19;4,1;94,5;1,3;8
252200150;WARSZAWA-BIELANY;2016;2;20;1,6;90,3;1,7;8
252200150;WARSZAWA-BIELANY;2016;2;21;4,9;90;1,7;8
252200150;WARSZAWA-BIELANY;2016;2;22;8,7;79;2,3;8
252200150;WARSZAWA-BIELANY;2016;2;23;3,7;82,3;2,7;7
252200150;WARSZAWA-BIELANY;2016;2;24;2,4;84,5;3;8
252200150;WARSZAWA-BIELANY;2016;2;25;2,8;62,5;2;6
252200150;WARSZAWA-BIELANY;2016;2;26;0,3;85,5;1;8
252200150;WARSZAWA-BIELANY;2016;2;27;-0,3;90,3;2,7;8
252200150;WARSZAWA-BIELANY;2016;2;28;1,8;76,3;0,7;6,7
252200150;WARSZAWA-BIELANY;2016;2;29;0,6;82;3;8
252200150;WARSZAWA-BIELANY;2016;3;1;0,7;96,5;2;8
252200150;WARSZAWA-BIELANY;2016;3;2;1,6;90;1,3;8
252200150;WARSZAWA-BIELANY;2016;3;3;4,5;77,5;2,7;8
252200150;WARSZAWA-BIELANY;2016;3;4;3;89,8;1,7;7
252200150;WARSZAWA-BIELANY;2016;3;5;3,3;86,8;3;7
252200150;WARSZAWA-BIELANY;2016;3;6;6,1;81;3;6,7
252200150;WARSZAWA-BIELANY;2016;3;7;4,8;70,5;2,3;6,7
252200150;WARSZAWA-BIELANY;2016;3;8;5;77,5;1,7;8
252200150;WARSZAWA-BIELANY;2016;3;9;4,9;64,5;2,3;8
252200150;WARSZAWA-BIELANY;2016;3;10;4,8;79;2,7;7,3
252200150;WARSZAWA-BIELANY;2016;3;11;5;94;1,7;8
252200150;WARSZAWA-BIELANY;2016;3;12;4,1;96;1,3;8
252200150;WARSZAWA-BIELANY;2016;3;13;4,2;70,3;2;7
252200150;WARSZAWA-BIELANY;2016;3;14;4,4;57,5;1,3;6,3
252200150;WARSZAWA-BIELANY;2016;3;15;2,8;80,3;2,3;8
252200150;WARSZAWA-BIELANY;2016;3;16;4,9;50,5;1;5,7
252200150;WARSZAWA-BIELANY;2016;3;17;7;59,5;2,7;4
252200150;WARSZAWA-BIELANY;2016;3;18;6,2;70,8;2;8
252200150;WARSZAWA-BIELANY;2016;3;19;1,9;57,3;2;5,3
252200150;WARSZAWA-BIELANY;2016;3;20;4,7;75,3;2,7;6,7
252200150;WARSZAWA-BIELANY;2016;3;21;5,8;71,8;3,3;6,7
252200150;WARSZAWA-BIELANY;2016;3;22;4,4;82;1,3;6
252200150;WARSZAWA-BIELANY;2016;3;23;2,4;58;1,7;1,7
